"_id","uid","date","day","timeTable","total","type","percent","sTime","eTime"
"1","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-03","7","mon0","0","Blue","0.0","2018-12-03 09:00:00","2018-12-03 10:15:00"
"2","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-03","7","mon5","0","Blue","0.0","2018-12-03 16:30:00","2018-12-03 17:45:00"
"3","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-03","7","mon0","0","Blue","0.0","2018-12-03 09:00:00","2018-12-03 10:15:00"
"4","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-03","7","mon5","0","Blue","0.0","2018-12-03 16:30:00","2018-12-03 17:45:00"
"5","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-03","7","mon0","0","Blue","0.0","2018-12-03 09:00:00","2018-12-03 10:15:00"
"6","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-03","7","mon5","0","Blue","0.0","2018-12-03 16:30:00","2018-12-03 17:45:00"
"7","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-03","7","mon0","0","Blue","0.0","2018-12-03 09:00:00","2018-12-03 10:15:00"
"8","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-03","7","mon5","0","Blue","0.0","2018-12-03 16:30:00","2018-12-03 17:45:00"
"9","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-03","7","mon0","32","Yellow","42.66666666666667","2018-12-03 09:00:00","2018-12-03 10:15:00"
"10","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-03","7","mon5","0","Blue","0.0","2018-12-03 16:30:00","2018-12-03 17:45:00"
"11","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-03","7","mon0","32","Yellow","42.66666666666667","2018-12-03 09:00:00","2018-12-03 10:15:00"
"12","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-03","7","mon5","0","Blue","0.0","2018-12-03 16:30:00","2018-12-03 17:45:00"
"13","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-03","7","mon0","43","Red","57.333333333333336","2018-12-03 09:00:00","2018-12-03 10:15:00"
"14","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-03","7","mon5","0","Blue","0.0","2018-12-03 16:30:00","2018-12-03 17:45:00"
"15","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-03","7","mon0","43","Red","57.333333333333336","2018-12-03 09:00:00","2018-12-03 10:15:00"
"16","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-03","7","mon5","0","Blue","0.0","2018-12-03 16:30:00","2018-12-03 17:45:00"
"17","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-03","7","mon0","43","Red","57.333333333333336","2018-12-03 09:00:00","2018-12-03 10:15:00"
"18","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-03","7","mon5","0","Blue","0.0","2018-12-03 16:30:00","2018-12-03 17:45:00"
"19","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-03","7","mon0","43","Red","57.333333333333336","2018-12-03 09:00:00","2018-12-03 10:15:00"
"20","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-03","7","mon5","13","Yellow","17.333333333333336","2018-12-03 16:30:00","2018-12-03 17:45:00"
"21","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-03","7","mon0","43","Red","57.333333333333336","2018-12-03 09:00:00","2018-12-03 10:15:00"
"22","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-03","7","mon5","13","Yellow","17.333333333333336","2018-12-03 16:30:00","2018-12-03 17:45:00"
"23","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-03","7","mon0","43","Red","57.333333333333336","2018-12-03 09:00:00","2018-12-03 10:15:00"
"24","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-03","7","mon5","13","Yellow","17.333333333333336","2018-12-03 16:30:00","2018-12-03 17:45:00"
"25","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-03","7","mon0","43","Red","57.333333333333336","2018-12-03 09:00:00","2018-12-03 10:15:00"
"26","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-03","7","mon5","13","Yellow","17.333333333333336","2018-12-03 16:30:00","2018-12-03 17:45:00"
"27","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-03","7","mon0","43","Red","57.333333333333336","2018-12-03 09:00:00","2018-12-03 10:15:00"
"28","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-03","7","mon5","13","Yellow","17.333333333333336","2018-12-03 16:30:00","2018-12-03 17:45:00"
"29","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-03","7","mon0","43","Red","57.333333333333336","2018-12-03 09:00:00","2018-12-03 10:15:00"
"30","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-03","7","mon5","13","Yellow","17.333333333333336","2018-12-03 16:30:00","2018-12-03 17:45:00"
"31","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-03","7","mon0","43","Red","57.333333333333336","2018-12-03 09:00:00","2018-12-03 10:15:00"
"32","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-03","7","mon5","13","Yellow","17.333333333333336","2018-12-03 16:30:00","2018-12-03 17:45:00"
"33","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-03","7","mon0","43","Red","57.333333333333336","2018-12-03 09:00:00","2018-12-03 10:15:00"
"34","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-03","7","mon5","13","Yellow","17.333333333333336","2018-12-03 16:30:00","2018-12-03 17:45:00"
"35","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-03","7","mon0","43","Red","57.333333333333336","2018-12-03 09:00:00","2018-12-03 10:15:00"
"36","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-03","7","mon5","13","Yellow","17.333333333333336","2018-12-03 16:30:00","2018-12-03 17:45:00"
"37","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-03","7","mon0","43","Red","57.333333333333336","2018-12-03 09:00:00","2018-12-03 10:15:00"
"38","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-03","7","mon5","13","Yellow","17.333333333333336","2018-12-03 16:30:00","2018-12-03 17:45:00"
"39","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-03","7","mon0","43","Red","57.333333333333336","2018-12-03 09:00:00","2018-12-03 10:15:00"
"40","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-03","7","mon5","13","Yellow","17.333333333333336","2018-12-03 16:30:00","2018-12-03 17:45:00"
"41","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-03","7","mon0","43","Red","57.333333333333336","2018-12-03 09:00:00","2018-12-03 10:15:00"
"42","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-03","7","mon5","13","Yellow","17.333333333333336","2018-12-03 16:30:00","2018-12-03 17:45:00"
"43","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-03","7","mon0","43","Red","57.333333333333336","2018-12-03 09:00:00","2018-12-03 10:15:00"
"44","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-03","7","mon5","13","Yellow","17.333333333333336","2018-12-03 16:30:00","2018-12-03 17:45:00"
"45","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-03","7","mon0","43","Red","57.333333333333336","2018-12-03 09:00:00","2018-12-03 10:15:00"
"46","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-03","7","mon5","13","Yellow","17.333333333333336","2018-12-03 16:30:00","2018-12-03 17:45:00"
"47","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-03","7","mon0","43","Red","57.333333333333336","2018-12-03 09:00:00","2018-12-03 10:15:00"
"48","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-03","7","mon5","13","Yellow","17.333333333333336","2018-12-03 16:30:00","2018-12-03 17:45:00"
"49","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue4","0","Blue","0.0","2018-12-04 15:30:00","2018-12-04 16:15:00"
"50","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue5","0","Blue","0.0","2018-12-04 16:30:00","2018-12-04 17:45:00"
"51","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue2","0","Blue","0.0","2018-12-04 12:00:00","2018-12-04 13:15:00"
"52","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue4","0","Blue","0.0","2018-12-04 15:30:00","2018-12-04 16:15:00"
"53","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue5","0","Blue","0.0","2018-12-04 16:30:00","2018-12-04 17:45:00"
"54","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue2","0","Blue","0.0","2018-12-04 12:00:00","2018-12-04 13:15:00"
"55","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue4","0","Blue","0.0","2018-12-04 15:30:00","2018-12-04 16:15:00"
"56","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue5","0","Blue","0.0","2018-12-04 16:30:00","2018-12-04 17:45:00"
"57","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue2","0","Blue","0.0","2018-12-04 12:00:00","2018-12-04 13:15:00"
"58","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue4","0","Blue","0.0","2018-12-04 15:30:00","2018-12-04 16:15:00"
"59","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue5","0","Blue","0.0","2018-12-04 16:30:00","2018-12-04 17:45:00"
"60","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue2","0","Blue","0.0","2018-12-04 12:00:00","2018-12-04 13:15:00"
"61","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue4","0","Blue","0.0","2018-12-04 15:30:00","2018-12-04 16:15:00"
"62","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue5","0","Blue","0.0","2018-12-04 16:30:00","2018-12-04 17:45:00"
"63","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue2","0","Blue","0.0","2018-12-04 12:00:00","2018-12-04 13:15:00"
"64","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue4","0","Blue","0.0","2018-12-04 15:30:00","2018-12-04 16:15:00"
"65","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue5","0","Blue","0.0","2018-12-04 16:30:00","2018-12-04 17:45:00"
"66","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue2","0","Blue","0.0","2018-12-04 12:00:00","2018-12-04 13:15:00"
"67","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue4","0","Blue","0.0","2018-12-04 15:30:00","2018-12-04 16:15:00"
"68","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue5","0","Blue","0.0","2018-12-04 16:30:00","2018-12-04 17:45:00"
"69","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue2","0","Blue","0.0","2018-12-04 12:00:00","2018-12-04 13:15:00"
"70","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue4","0","Blue","0.0","2018-12-04 15:30:00","2018-12-04 16:15:00"
"71","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue5","0","Blue","0.0","2018-12-04 16:30:00","2018-12-04 17:45:00"
"72","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue2","0","Blue","0.0","2018-12-04 12:00:00","2018-12-04 13:15:00"
"73","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue4","0","Blue","0.0","2018-12-04 15:30:00","2018-12-04 16:15:00"
"74","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue5","0","Blue","0.0","2018-12-04 16:30:00","2018-12-04 17:45:00"
"75","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue2","0","Blue","0.0","2018-12-04 12:00:00","2018-12-04 13:15:00"
"76","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue4","0","Blue","0.0","2018-12-04 15:30:00","2018-12-04 16:15:00"
"77","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue5","0","Blue","0.0","2018-12-04 16:30:00","2018-12-04 17:45:00"
"78","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue2","0","Blue","0.0","2018-12-04 12:00:00","2018-12-04 13:15:00"
"79","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue4","0","Blue","0.0","2018-12-04 15:30:00","2018-12-04 16:15:00"
"80","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue5","0","Blue","0.0","2018-12-04 16:30:00","2018-12-04 17:45:00"
"81","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue2","0","Blue","0.0","2018-12-04 12:00:00","2018-12-04 13:15:00"
"82","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue4","0","Blue","0.0","2018-12-04 15:30:00","2018-12-04 16:15:00"
"83","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue5","0","Blue","0.0","2018-12-04 16:30:00","2018-12-04 17:45:00"
"84","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue2","0","Blue","0.0","2018-12-04 12:00:00","2018-12-04 13:15:00"
"85","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue4","0","Blue","0.0","2018-12-04 15:30:00","2018-12-04 16:15:00"
"86","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue5","0","Blue","0.0","2018-12-04 16:30:00","2018-12-04 17:45:00"
"87","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue2","0","Blue","0.0","2018-12-04 12:00:00","2018-12-04 13:15:00"
"88","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue4","0","Blue","0.0","2018-12-04 15:30:00","2018-12-04 16:15:00"
"89","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue5","0","Blue","0.0","2018-12-04 16:30:00","2018-12-04 17:45:00"
"90","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue2","0","Blue","0.0","2018-12-04 12:00:00","2018-12-04 13:15:00"
"91","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue4","0","Blue","0.0","2018-12-04 15:30:00","2018-12-04 16:15:00"
"92","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue5","0","Blue","0.0","2018-12-04 16:30:00","2018-12-04 17:45:00"
"93","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue2","0","Blue","0.0","2018-12-04 12:00:00","2018-12-04 13:15:00"
"94","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue4","0","Blue","0.0","2018-12-04 15:30:00","2018-12-04 16:15:00"
"95","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue5","0","Blue","0.0","2018-12-04 16:30:00","2018-12-04 17:45:00"
"96","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue2","0","Blue","0.0","2018-12-04 12:00:00","2018-12-04 13:15:00"
"97","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue4","0","Blue","0.0","2018-12-04 15:30:00","2018-12-04 16:15:00"
"98","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue5","0","Blue","0.0","2018-12-04 16:30:00","2018-12-04 17:45:00"
"99","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue2","0","Blue","0.0","2018-12-04 12:00:00","2018-12-04 13:15:00"
"100","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue4","0","Blue","0.0","2018-12-04 15:30:00","2018-12-04 16:15:00"
"101","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue5","0","Blue","0.0","2018-12-04 16:30:00","2018-12-04 17:45:00"
"102","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue2","0","Blue","0.0","2018-12-04 12:00:00","2018-12-04 13:15:00"
"103","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue4","0","Blue","0.0","2018-12-04 15:30:00","2018-12-04 16:15:00"
"104","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue5","0","Blue","0.0","2018-12-04 16:30:00","2018-12-04 17:45:00"
"105","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue2","0","Blue","0.0","2018-12-04 12:00:00","2018-12-04 13:15:00"
"106","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue4","0","Blue","0.0","2018-12-04 15:30:00","2018-12-04 16:15:00"
"107","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue5","0","Blue","0.0","2018-12-04 16:30:00","2018-12-04 17:45:00"
"108","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue2","4","Blue","5.333333333333334","2018-12-04 12:00:00","2018-12-04 13:15:00"
"109","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue4","0","Blue","0.0","2018-12-04 15:30:00","2018-12-04 16:15:00"
"110","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue5","0","Blue","0.0","2018-12-04 16:30:00","2018-12-04 17:45:00"
"111","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue2","9","Yellow","12.0","2018-12-04 12:00:00","2018-12-04 13:15:00"
"112","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue4","0","Blue","0.0","2018-12-04 15:30:00","2018-12-04 16:15:00"
"113","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue5","0","Blue","0.0","2018-12-04 16:30:00","2018-12-04 17:45:00"
"114","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue2","9","Yellow","12.0","2018-12-04 12:00:00","2018-12-04 13:15:00"
"115","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue4","0","Blue","0.0","2018-12-04 15:30:00","2018-12-04 16:15:00"
"116","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue5","0","Blue","0.0","2018-12-04 16:30:00","2018-12-04 17:45:00"
"117","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue2","9","Yellow","12.0","2018-12-04 12:00:00","2018-12-04 13:15:00"
"118","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue4","0","Blue","0.0","2018-12-04 15:30:00","2018-12-04 16:15:00"
"119","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue5","0","Blue","0.0","2018-12-04 16:30:00","2018-12-04 17:45:00"
"120","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue2","9","Yellow","12.0","2018-12-04 12:00:00","2018-12-04 13:15:00"
"121","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue4","0","Blue","0.0","2018-12-04 15:30:00","2018-12-04 16:15:00"
"122","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue5","0","Blue","0.0","2018-12-04 16:30:00","2018-12-04 17:45:00"
"123","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue2","9","Yellow","12.0","2018-12-04 12:00:00","2018-12-04 13:15:00"
"124","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue4","0","Blue","0.0","2018-12-04 15:30:00","2018-12-04 16:15:00"
"125","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue5","0","Blue","0.0","2018-12-04 16:30:00","2018-12-04 17:45:00"
"126","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue2","9","Yellow","12.0","2018-12-04 12:00:00","2018-12-04 13:15:00"
"127","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue4","0","Blue","0.0","2018-12-04 15:30:00","2018-12-04 16:15:00"
"128","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue5","0","Blue","0.0","2018-12-04 16:30:00","2018-12-04 17:45:00"
"129","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue2","9","Yellow","12.0","2018-12-04 12:00:00","2018-12-04 13:15:00"
"130","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue4","0","Blue","0.0","2018-12-04 15:30:00","2018-12-04 16:15:00"
"131","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue5","0","Blue","0.0","2018-12-04 16:30:00","2018-12-04 17:45:00"
"132","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue2","9","Yellow","12.0","2018-12-04 12:00:00","2018-12-04 13:15:00"
"133","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue4","0","Blue","0.0","2018-12-04 15:30:00","2018-12-04 16:15:00"
"134","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue5","0","Blue","0.0","2018-12-04 16:30:00","2018-12-04 17:45:00"
"135","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue2","9","Yellow","12.0","2018-12-04 12:00:00","2018-12-04 13:15:00"
"136","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue4","0","Blue","0.0","2018-12-04 15:30:00","2018-12-04 16:15:00"
"137","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue5","0","Blue","0.0","2018-12-04 16:30:00","2018-12-04 17:45:00"
"138","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue2","9","Yellow","12.0","2018-12-04 12:00:00","2018-12-04 13:15:00"
"139","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue4","0","Blue","0.0","2018-12-04 15:30:00","2018-12-04 16:15:00"
"140","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue5","0","Blue","0.0","2018-12-04 16:30:00","2018-12-04 17:45:00"
"141","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue2","9","Yellow","12.0","2018-12-04 12:00:00","2018-12-04 13:15:00"
"142","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue4","0","Blue","0.0","2018-12-04 15:30:00","2018-12-04 16:15:00"
"143","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue5","0","Blue","0.0","2018-12-04 16:30:00","2018-12-04 17:45:00"
"144","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue2","9","Yellow","12.0","2018-12-04 12:00:00","2018-12-04 13:15:00"
"145","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue4","4","Blue","5.333333333333334","2018-12-04 15:30:00","2018-12-04 16:15:00"
"146","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue5","0","Blue","0.0","2018-12-04 16:30:00","2018-12-04 17:45:00"
"147","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue2","9","Yellow","12.0","2018-12-04 12:00:00","2018-12-04 13:15:00"
"148","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue4","12","Yellow","16.0","2018-12-04 15:30:00","2018-12-04 16:15:00"
"149","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue5","2","Blue","2.666666666666667","2018-12-04 16:30:00","2018-12-04 17:45:00"
"150","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue2","9","Yellow","12.0","2018-12-04 12:00:00","2018-12-04 13:15:00"
"151","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue4","12","Yellow","16.0","2018-12-04 15:30:00","2018-12-04 16:15:00"
"152","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue5","2","Blue","2.666666666666667","2018-12-04 16:30:00","2018-12-04 17:45:00"
"153","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue2","9","Yellow","12.0","2018-12-04 12:00:00","2018-12-04 13:15:00"
"154","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue4","12","Yellow","16.0","2018-12-04 15:30:00","2018-12-04 16:15:00"
"155","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue5","4","Blue","5.333333333333334","2018-12-04 16:30:00","2018-12-04 17:45:00"
"156","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue2","9","Yellow","12.0","2018-12-04 12:00:00","2018-12-04 13:15:00"
"157","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue4","12","Yellow","16.0","2018-12-04 15:30:00","2018-12-04 16:15:00"
"158","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue5","4","Blue","5.333333333333334","2018-12-04 16:30:00","2018-12-04 17:45:00"
"159","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue2","9","Yellow","12.0","2018-12-04 12:00:00","2018-12-04 13:15:00"
"160","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue4","12","Yellow","16.0","2018-12-04 15:30:00","2018-12-04 16:15:00"
"161","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-04","7","tue5","4","Blue","5.333333333333334","2018-12-04 16:30:00","2018-12-04 17:45:00"
